session_id,subject_id,recording_id,camera_id,filename,abs_path,ethnicity,gender,age,gender_norm,expression_name,expression_id,pose_bin
session02,73,3,12_0,073_02_03_120_18.png,data_cropped/session02/multiview/073/03/12_0/073_02_03_120_18.png,Asian,Male,20-29,Male,Squint,3,profile
session02,253,1,05_1,253_02_01_051_14.png,data_cropped/session02/multiview/253/01/05_1/253_02_01_051_14.png,White,Male,20-29,Male,Neutral,0,frontal
session02,73,3,01_0,073_02_03_010_08.png,data_cropped/session02/multiview/073/03/01_0/073_02_03_010_08.png,Asian,Male,30-39,Male,Squint,3,profile
session03,251,3,05_0,251_03_03_050_17.png,data_cropped/session03/multiview/251/03/05_0/251_03_03_050_17.png,White,Male,20-29,Male,Disgust,4,frontal
session04,198,2,14_0,198_04_02_140_04.png,data_cropped/session04/multiview/198/02/14_0/198_04_02_140_04.png,White,Female,20-29,Female,Scream,5,frontal
session02,240,3,12_0,240_02_03_120_12.png,data_cropped/session02/multiview/240/03/12_0/240_02_03_120_12.png,White,Male,20-29,Male,Squint,3,profile
session02,166,3,12_0,166_02_03_120_17.png,data_cropped/session02/multiview/166/03/12_0/166_02_03_120_17.png,White,Male,40-49,Male,Squint,3,profile
session01,218,1,12_0,218_01_01_120_10.png,data_cropped/session01/multiview/218/01/12_0/218_01_01_120_10.png,White,Male,40-49,Male,Neutral,0,profile
session03,322,2,05_1,322_03_02_051_02.png,data_cropped/session03/multiview/322/02/05_1/322_03_02_051_02.png,White,Female,20-29,Female,Smile,1,frontal
session04,73,2,20_0,073_04_02_200_02.png,data_cropped/session04/multiview/073/02/20_0/073_04_02_200_02.png,Asian,Male,30-39,Male,Scream,5,profile
session02,221,2,12_0,221_02_02_120_18.png,data_cropped/session02/multiview/221/02/12_0/221_02_02_120_18.png,Indian,Male,20-29,Male,Surprise,2,profile
session02,251,3,20_0,251_02_03_200_16.png,data_cropped/session02/multiview/251/03/20_0/251_02_03_200_16.png,White,Male,20-29,Male,Squint,3,profile
session02,122,2,05_0,122_02_02_050_04.png,data_cropped/session02/multiview/122/02/05_0/122_02_02_050_04.png,Indian,Male,30-39,Male,Surprise,2,frontal
session03,322,3,05_0,322_03_03_050_13.png,data_cropped/session03/multiview/322/03/05_0/322_03_03_050_13.png,White,Female,20-29,Female,Disgust,4,frontal
session03,198,1,14_0,198_03_01_140_19.png,data_cropped/session03/multiview/198/01/14_0/198_03_01_140_19.png,White,Female,20-29,Female,Neutral,0,frontal
session01,198,2,20_0,198_01_02_200_10.png,data_cropped/session01/multiview/198/02/20_0/198_01_02_200_10.png,White,Female,20-29,Female,Smile,1,profile
session04,265,2,05_0,265_04_02_050_00.png,data_cropped/session04/multiview/265/02/05_0/265_04_02_050_00.png,White,Female,20-29,Female,Scream,5,frontal
session04,73,2,14_0,073_04_02_140_17.png,data_cropped/session04/multiview/073/02/14_0/073_04_02_140_17.png,Asian,Male,20-29,Male,Scream,5,frontal
session02,253,3,05_1,253_02_03_051_00.png,data_cropped/session02/multiview/253/03/05_1/253_02_03_051_00.png,White,Male,20-29,Male,Squint,3,frontal
session02,148,2,20_0,148_02_02_200_08.png,data_cropped/session02/multiview/148/02/20_0/148_02_02_200_08.png,Asian,Female,30-39,Female,Surprise,2,profile
session03,185,3,01_0,185_03_03_010_18.png,data_cropped/session03/multiview/185/03/01_0/185_03_03_010_18.png,White,Male,30-39,Male,Disgust,4,profile
session03,63,3,05_1,063_03_03_051_15.png,data_cropped/session03/multiview/063/03/05_1/063_03_03_051_15.png,Indian,Female,20-29,Female,Disgust,4,frontal
session01,240,2,14_0,240_01_02_140_00.png,data_cropped/session01/multiview/240/02/14_0/240_01_02_140_00.png,White,Male,20-29,Male,Smile,1,frontal
session01,240,2,05_0,240_01_02_050_11.png,data_cropped/session01/multiview/240/02/05_0/240_01_02_050_11.png,White,Male,20-29,Male,Smile,1,frontal
session03,339,3,05_0,339_03_03_050_13.png,data_cropped/session03/multiview/339/03/05_0/339_03_03_050_13.png,White,Female,30-39,Female,Disgust,4,frontal
session04,185,2,01_0,185_04_02_010_00.png,data_cropped/session04/multiview/185/02/01_0/185_04_02_010_00.png,White,Female,10-19,Female,Scream,5,profile
session01,166,1,05_1,166_01_01_051_17.png,data_cropped/session01/multiview/166/01/05_1/166_01_01_051_17.png,White,Male,20-29,Male,Neutral,0,frontal
session02,251,3,12_0,251_02_03_120_06.png,data_cropped/session02/multiview/251/03/12_0/251_02_03_120_06.png,White,Male,10-19,Male,Squint,3,profile
session02,221,3,14_0,221_02_03_140_12.png,data_cropped/session02/multiview/221/03/14_0/221_02_03_140_12.png,White,Male,20-29,Male,Squint,3,frontal
session04,339,2,05_0,339_04_02_050_16.png,data_cropped/session04/multiview/339/02/05_0/339_04_02_050_16.png,White,Female,20-29,Female,Scream,5,frontal
session03,253,3,12_0,253_03_03_120_07.png,data_cropped/session03/multiview/253/03/12_0/253_03_03_120_07.png,White,Male,50-59,Male,Disgust,4,profile
session03,322,1,12_0,322_03_01_120_05.png,data_cropped/session03/multiview/322/01/12_0/322_03_01_120_05.png,White,Female,20-29,Female,Neutral,0,profile
session04,265,2,01_0,265_04_02_010_15.png,data_cropped/session04/multiview/265/02/01_0/265_04_02_010_15.png,White,Female,20-29,Female,Scream,5,profile
session03,322,3,12_0,322_03_03_120_19.png,data_cropped/session03/multiview/322/03/12_0/322_03_03_120_19.png,White,Female,30-39,Female,Disgust,4,profile
session02,148,2,05_1,148_02_02_051_03.png,data_cropped/session02/multiview/148/02/05_1/148_02_02_051_03.png,Asian,Female,30-39,Female,Surprise,2,frontal
session02,253,3,12_0,253_02_03_120_18.png,data_cropped/session02/multiview/253/03/12_0/253_02_03_120_18.png,White,Male,30-39,Male,Squint,3,profile
session02,265,3,14_0,265_02_03_140_06.png,data_cropped/session02/multiview/265/03/14_0/265_02_03_140_06.png,White,Female,30-39,Female,Squint,3,frontal
session02,240,3,20_0,240_02_03_200_11.png,data_cropped/session02/multiview/240/03/20_0/240_02_03_200_11.png,White,Male,20-29,Male,Squint,3,profile
session04,322,1,05_1,322_04_01_051_00.png,data_cropped/session04/multiview/322/01/05_1/322_04_01_051_00.png,White,Female,20-29,Female,Neutral,0,frontal
session01,73,2,05_0,073_01_02_050_09.png,data_cropped/session01/multiview/073/02/05_0/073_01_02_050_09.png,Asian,Male,30-39,Male,Smile,1,frontal
session02,265,2,20_0,265_02_02_200_18.png,data_cropped/session02/multiview/265/02/20_0/265_02_02_200_18.png,White,Female,20-29,Female,Surprise,2,profile
session02,148,3,05_0,148_02_03_050_16.png,data_cropped/session02/multiview/148/03/05_0/148_02_03_050_16.png,Asian,Female,20-29,Female,Squint,3,frontal
session03,138,2,20_0,138_03_02_200_12.png,data_cropped/session03/multiview/138/02/20_0/138_03_02_200_12.png,White,Female,40-49,Female,Smile,1,profile
session04,247,3,01_0,247_04_03_010_16.png,data_cropped/session04/multiview/247/03/01_0/247_04_03_010_16.png,White,Male,20-29,Male,Neutral,0,profile
session04,339,2,05_0,339_04_02_050_14.png,data_cropped/session04/multiview/339/02/05_0/339_04_02_050_14.png,White,Female,20-29,Female,Scream,5,frontal
session03,253,1,05_0,253_03_01_050_09.png,data_cropped/session03/multiview/253/01/05_0/253_03_01_050_09.png,White,Male,20-29,Male,Neutral,0,frontal
session03,63,3,05_0,063_03_03_050_09.png,data_cropped/session03/multiview/063/03/05_0/063_03_03_050_09.png,Indian,Female,20-29,Female,Disgust,4,frontal
session03,138,3,05_0,138_03_03_050_07.png,data_cropped/session03/multiview/138/03/05_0/138_03_03_050_07.png,White,Female,40-49,Female,Disgust,4,frontal
session03,304,1,12_0,304_03_01_120_15.png,data_cropped/session03/multiview/304/01/12_0/304_03_01_120_15.png,White,Male,20-29,Male,Neutral,0,profile
session03,138,2,14_0,138_03_02_140_00.png,data_cropped/session03/multiview/138/02/14_0/138_03_02_140_00.png,White,Female,40-49,Female,Smile,1,frontal
session02,198,2,14_0,198_02_02_140_14.png,data_cropped/session02/multiview/198/02/14_0/198_02_02_140_14.png,White,Female,20-29,Female,Surprise,2,frontal
session02,138,3,20_0,138_02_03_200_05.png,data_cropped/session02/multiview/138/03/20_0/138_02_03_200_05.png,White,Female,30-39,Female,Squint,3,profile
session04,198,3,20_0,198_04_03_200_04.png,data_cropped/session04/multiview/198/03/20_0/198_04_03_200_04.png,Black,Female,30-39,Female,Neutral,0,profile
session03,198,2,20_0,198_03_02_200_01.png,data_cropped/session03/multiview/198/02/20_0/198_03_02_200_01.png,White,Female,20-29,Female,Smile,1,profile
session04,322,1,01_0,322_04_01_010_19.png,data_cropped/session04/multiview/322/01/01_0/322_04_01_010_19.png,White,Female,20-29,Female,Neutral,0,profile
session01,247,2,14_0,247_01_02_140_14.png,data_cropped/session01/multiview/247/02/14_0/247_01_02_140_14.png,White,Male,20-29,Male,Smile,1,frontal
session04,185,2,20_0,185_04_02_200_13.png,data_cropped/session04/multiview/185/02/20_0/185_04_02_200_13.png,White,Male,10-19,Male,Scream,5,profile
session02,251,2,01_0,251_02_02_010_16.png,data_cropped/session02/multiview/251/02/01_0/251_02_02_010_16.png,White,Male,20-29,Male,Surprise,2,profile
session01,152,2,05_1,152_01_02_051_19.png,data_cropped/session01/multiview/152/02/05_1/152_01_02_051_19.png,Black,Male,30-39,Male,Smile,1,frontal
session03,339,2,05_0,339_03_02_050_05.png,data_cropped/session03/multiview/339/02/05_0/339_03_02_050_05.png,White,Female,20-29,Female,Smile,1,frontal
session02,265,2,05_0,265_02_02_050_01.png,data_cropped/session02/multiview/265/02/05_0/265_02_02_050_01.png,White,Female,20-29,Female,Surprise,2,frontal
session02,122,3,12_0,122_02_03_120_19.png,data_cropped/session02/multiview/122/03/12_0/122_02_03_120_19.png,Indian,Male,30-39,Male,Squint,3,profile
session01,166,2,14_0,166_01_02_140_10.png,data_cropped/session01/multiview/166/02/14_0/166_01_02_140_10.png,White,Male,20-29,Male,Smile,1,frontal
session04,251,2,20_0,251_04_02_200_12.png,data_cropped/session04/multiview/251/02/20_0/251_04_02_200_12.png,White,Male,10-19,Male,Scream,5,profile
session03,322,3,05_0,322_03_03_050_19.png,data_cropped/session03/multiview/322/03/05_0/322_03_03_050_19.png,White,Female,20-29,Female,Disgust,4,frontal
session03,339,2,01_0,339_03_02_010_03.png,data_cropped/session03/multiview/339/02/01_0/339_03_02_010_03.png,White,Female,30-39,Female,Smile,1,profile
session02,265,3,14_0,265_02_03_140_07.png,data_cropped/session02/multiview/265/03/14_0/265_02_03_140_07.png,White,Female,20-29,Female,Squint,3,frontal
session03,198,2,14_0,198_03_02_140_09.png,data_cropped/session03/multiview/198/02/14_0/198_03_02_140_09.png,White,Female,20-29,Female,Smile,1,frontal
session02,240,2,01_0,240_02_02_010_05.png,data_cropped/session02/multiview/240/02/01_0/240_02_02_010_05.png,White,Male,20-29,Male,Surprise,2,profile
session01,218,2,20_0,218_01_02_200_14.png,data_cropped/session01/multiview/218/02/20_0/218_01_02_200_14.png,White,Male,30-39,Male,Smile,1,profile
session02,138,3,01_0,138_02_03_010_14.png,data_cropped/session02/multiview/138/03/01_0/138_02_03_010_14.png,White,Female,20-29,Female,Squint,3,profile
session03,322,1,20_0,322_03_01_200_05.png,data_cropped/session03/multiview/322/01/20_0/322_03_01_200_05.png,White,Female,20-29,Female,Neutral,0,profile
session02,253,3,01_0,253_02_03_010_12.png,data_cropped/session02/multiview/253/03/01_0/253_02_03_010_12.png,White,Male,30-39,Male,Squint,3,profile
session01,63,1,05_1,063_01_01_051_14.png,data_cropped/session01/multiview/063/01/05_1/063_01_01_051_14.png,Indian,Female,20-29,Female,Neutral,0,frontal
session01,240,2,05_1,240_01_02_051_05.png,data_cropped/session01/multiview/240/02/05_1/240_01_02_051_05.png,White,Male,20-29,Male,Smile,1,frontal
session03,253,3,14_0,253_03_03_140_03.png,data_cropped/session03/multiview/253/03/14_0/253_03_03_140_03.png,White,Male,30-39,Male,Disgust,4,frontal
session04,198,2,14_0,198_04_02_140_13.png,data_cropped/session04/multiview/198/02/14_0/198_04_02_140_13.png,White,Female,20-29,Female,Scream,5,frontal
session01,198,2,05_0,198_01_02_050_11.png,data_cropped/session01/multiview/198/02/05_0/198_01_02_050_11.png,White,Female,30-39,Female,Smile,1,frontal
session02,240,3,01_0,240_02_03_010_00.png,data_cropped/session02/multiview/240/03/01_0/240_02_03_010_00.png,White,Male,20-29,Male,Squint,3,profile
session02,148,3,20_0,148_02_03_200_04.png,data_cropped/session02/multiview/148/03/20_0/148_02_03_200_04.png,Asian,Female,30-39,Female,Squint,3,profile
session01,152,1,05_0,152_01_01_050_11.png,data_cropped/session01/multiview/152/01/05_0/152_01_01_050_11.png,Black,Male,20-29,Male,Neutral,0,frontal
session03,138,3,01_0,138_03_03_010_14.png,data_cropped/session03/multiview/138/03/01_0/138_03_03_010_14.png,White,Female,10-19,Female,Disgust,4,profile
session03,251,3,05_0,251_03_03_050_15.png,data_cropped/session03/multiview/251/03/05_0/251_03_03_050_15.png,White,Male,20-29,Male,Disgust,4,frontal
session02,198,3,05_0,198_02_03_050_13.png,data_cropped/session02/multiview/198/03/05_0/198_02_03_050_13.png,White,Female,20-29,Female,Squint,3,frontal
session04,198,2,01_0,198_04_02_010_12.png,data_cropped/session04/multiview/198/02/01_0/198_04_02_010_12.png,White,Female,30-39,Female,Scream,5,profile
session04,73,2,01_0,073_04_02_010_15.png,data_cropped/session04/multiview/073/02/01_0/073_04_02_010_15.png,Asian,Male,30-39,Male,Scream,5,profile
session04,322,2,12_0,322_04_02_120_08.png,data_cropped/session04/multiview/322/02/12_0/322_04_02_120_08.png,White,Female,20-29,Female,Scream,5,profile
session01,142,1,05_0,142_01_01_050_06.png,data_cropped/session01/multiview/142/01/05_0/142_01_01_050_06.png,White,Female,20-29,Female,Neutral,0,frontal
session02,138,3,14_0,138_02_03_140_07.png,data_cropped/session02/multiview/138/03/14_0/138_02_03_140_07.png,White,Female,40-49,Female,Squint,3,frontal
session04,265,2,20_0,265_04_02_200_17.png,data_cropped/session04/multiview/265/02/20_0/265_04_02_200_17.png,White,Female,20-29,Female,Scream,5,profile
session04,122,2,01_0,122_04_02_010_09.png,data_cropped/session04/multiview/122/02/01_0/122_04_02_010_09.png,White,Male,30-39,Male,Scream,5,profile
session03,240,3,14_0,240_03_03_140_17.png,data_cropped/session03/multiview/240/03/14_0/240_03_03_140_17.png,White,Male,20-29,Male,Disgust,4,frontal
session04,148,2,14_0,148_04_02_140_16.png,data_cropped/session04/multiview/148/02/14_0/148_04_02_140_16.png,Asian,Female,20-29,Female,Scream,5,frontal
session01,198,2,20_0,198_01_02_200_19.png,data_cropped/session01/multiview/198/02/20_0/198_01_02_200_19.png,White,Female,20-29,Female,Smile,1,profile
session03,122,2,20_0,122_03_02_200_16.png,data_cropped/session03/multiview/122/02/20_0/122_03_02_200_16.png,Indian,Male,20-29,Male,Smile,1,profile
session03,185,1,14_0,185_03_01_140_02.png,data_cropped/session03/multiview/185/01/14_0/185_03_01_140_02.png,White,Male,10-19,Male,Neutral,0,frontal
session02,138,2,12_0,138_02_02_120_14.png,data_cropped/session02/multiview/138/02/12_0/138_02_02_120_14.png,White,Female,20-29,Female,Surprise,2,profile
session04,247,1,20_0,247_04_01_200_16.png,data_cropped/session04/multiview/247/01/20_0/247_04_01_200_16.png,White,Male,20-29,Male,Neutral,0,profile
session04,83,2,05_1,083_04_02_051_06.png,data_cropped/session04/multiview/083/02/05_1/083_04_02_051_06.png,Indian,Male,30-39,Male,Scream,5,frontal
session01,138,2,14_0,138_01_02_140_11.png,data_cropped/session01/multiview/138/02/14_0/138_01_02_140_11.png,White,Female,40-49,Female,Smile,1,frontal
session02,221,3,14_0,221_02_03_140_06.png,data_cropped/session02/multiview/221/03/14_0/221_02_03_140_06.png,White,Male,10-19,Male,Squint,3,frontal
session01,198,2,20_0,198_01_02_200_14.png,data_cropped/session01/multiview/198/02/20_0/198_01_02_200_14.png,White,Female,20-29,Female,Smile,1,profile
session01,66,2,05_0,066_01_02_050_09.png,data_cropped/session01/multiview/066/02/05_0/066_01_02_050_09.png,Asian,Male,20-29,Male,Smile,1,frontal
session04,198,2,05_0,198_04_02_050_08.png,data_cropped/session04/multiview/198/02/05_0/198_04_02_050_08.png,White,Female,20-29,Female,Scream,5,frontal
session02,148,3,05_1,148_02_03_051_11.png,data_cropped/session02/multiview/148/03/05_1/148_02_03_051_11.png,Asian,Female,30-39,Female,Squint,3,frontal
session02,240,2,05_0,240_02_02_050_09.png,data_cropped/session02/multiview/240/02/05_0/240_02_02_050_09.png,White,Male,20-29,Male,Surprise,2,frontal
session02,198,3,12_0,198_02_03_120_17.png,data_cropped/session02/multiview/198/03/12_0/198_02_03_120_17.png,White,Female,20-29,Female,Squint,3,profile
session01,73,2,14_0,073_01_02_140_03.png,data_cropped/session01/multiview/073/02/14_0/073_01_02_140_03.png,Asian,Male,20-29,Male,Smile,1,frontal
session04,122,2,20_0,122_04_02_200_04.png,data_cropped/session04/multiview/122/02/20_0/122_04_02_200_04.png,Indian,Male,30-39,Male,Scream,5,profile
session01,73,2,05_1,073_01_02_051_04.png,data_cropped/session01/multiview/073/02/05_1/073_01_02_051_04.png,Asian,Male,30-39,Male,Smile,1,frontal
session02,73,2,20_0,073_02_02_200_02.png,data_cropped/session02/multiview/073/02/20_0/073_02_02_200_02.png,Asian,Female,20-29,Female,Surprise,2,profile
session03,251,3,05_1,251_03_03_051_15.png,data_cropped/session03/multiview/251/03/05_1/251_03_03_051_15.png,White,Male,20-29,Male,Disgust,4,frontal
session03,185,3,05_0,185_03_03_050_14.png,data_cropped/session03/multiview/185/03/05_0/185_03_03_050_14.png,White,Male,20-29,Male,Disgust,4,frontal
session04,73,3,12_0,073_04_03_120_06.png,data_cropped/session04/multiview/073/03/12_0/073_04_03_120_06.png,Asian,Male,40-49,Male,Neutral,0,profile
session01,73,2,20_0,073_01_02_200_06.png,data_cropped/session01/multiview/073/02/20_0/073_01_02_200_06.png,Asian,Male,40-49,Male,Smile,1,profile
session02,122,3,12_0,122_02_03_120_12.png,data_cropped/session02/multiview/122/03/12_0/122_02_03_120_12.png,Indian,Male,20-29,Male,Squint,3,profile
session04,265,1,12_0,265_04_01_120_17.png,data_cropped/session04/multiview/265/01/12_0/265_04_01_120_17.png,Asian,Female,20-29,Female,Neutral,0,profile
session04,73,2,01_0,073_04_02_010_13.png,data_cropped/session04/multiview/073/02/01_0/073_04_02_010_13.png,Asian,Male,30-39,Male,Scream,5,profile
session02,138,2,14_0,138_02_02_140_01.png,data_cropped/session02/multiview/138/02/14_0/138_02_02_140_01.png,White,Female,40-49,Female,Surprise,2,frontal
session03,198,3,14_0,198_03_03_140_09.png,data_cropped/session03/multiview/198/03/14_0/198_03_03_140_09.png,White,Female,30-39,Female,Disgust,4,frontal
session01,166,2,20_0,166_01_02_200_15.png,data_cropped/session01/multiview/166/02/20_0/166_01_02_200_15.png,White,Male,20-29,Male,Smile,1,profile
session04,322,2,20_0,322_04_02_200_19.png,data_cropped/session04/multiview/322/02/20_0/322_04_02_200_19.png,White,Female,20-29,Female,Scream,5,profile
session04,66,2,05_0,066_04_02_050_07.png,data_cropped/session04/multiview/066/02/05_0/066_04_02_050_07.png,Asian,Male,20-29,Male,Scream,5,frontal
session03,185,3,12_0,185_03_03_120_03.png,data_cropped/session03/multiview/185/03/12_0/185_03_03_120_03.png,White,Male,40-49,Male,Disgust,4,profile
session03,240,3,05_1,240_03_03_051_05.png,data_cropped/session03/multiview/240/03/05_1/240_03_03_051_05.png,White,Male,20-29,Male,Disgust,4,frontal
session01,198,1,01_0,198_01_01_010_06.png,data_cropped/session01/multiview/198/01/01_0/198_01_01_010_06.png,White,Female,20-29,Female,Neutral,0,profile
session03,304,3,14_0,304_03_03_140_17.png,data_cropped/session03/multiview/304/03/14_0/304_03_03_140_17.png,White,Male,20-29,Male,Disgust,4,frontal
session04,339,2,01_0,339_04_02_010_19.png,data_cropped/session04/multiview/339/02/01_0/339_04_02_010_19.png,White,Female,20-29,Female,Scream,5,profile
session04,63,3,20_0,063_04_03_200_00.png,data_cropped/session04/multiview/063/03/20_0/063_04_03_200_00.png,White,Male,40-49,Male,Neutral,0,profile
session03,198,3,20_0,198_03_03_200_07.png,data_cropped/session03/multiview/198/03/20_0/198_03_03_200_07.png,White,Female,20-29,Female,Disgust,4,profile
session02,221,2,05_1,221_02_02_051_03.png,data_cropped/session02/multiview/221/02/05_1/221_02_02_051_03.png,White,Male,20-29,Male,Surprise,2,frontal
session04,265,2,20_0,265_04_02_200_06.png,data_cropped/session04/multiview/265/02/20_0/265_04_02_200_06.png,White,Female,20-29,Female,Scream,5,profile
session01,122,2,20_0,122_01_02_200_18.png,data_cropped/session01/multiview/122/02/20_0/122_01_02_200_18.png,Indian,Male,30-39,Male,Smile,1,profile
session01,148,2,05_1,148_01_02_051_17.png,data_cropped/session01/multiview/148/02/05_1/148_01_02_051_17.png,Asian,Female,20-29,Female,Smile,1,frontal
session04,83,2,01_0,083_04_02_010_15.png,data_cropped/session04/multiview/083/02/01_0/083_04_02_010_15.png,Indian,Male,30-39,Male,Scream,5,profile
session03,221,3,12_0,221_03_03_120_15.png,data_cropped/session03/multiview/221/03/12_0/221_03_03_120_15.png,White,Male,10-19,Male,Disgust,4,profile
session03,83,3,12_0,083_03_03_120_19.png,data_cropped/session03/multiview/083/03/12_0/083_03_03_120_19.png,Indian,Male,30-39,Male,Disgust,4,profile
session01,73,1,05_1,073_01_01_051_10.png,data_cropped/session01/multiview/073/01/05_1/073_01_01_051_10.png,Asian,Male,30-39,Male,Neutral,0,frontal
session02,198,3,12_0,198_02_03_120_08.png,data_cropped/session02/multiview/198/03/12_0/198_02_03_120_08.png,White,Female,20-29,Female,Squint,3,profile
session03,198,3,05_0,198_03_03_050_16.png,data_cropped/session03/multiview/198/03/05_0/198_03_03_050_16.png,White,Female,20-29,Female,Disgust,4,frontal
session03,122,2,01_0,122_03_02_010_00.png,data_cropped/session03/multiview/122/02/01_0/122_03_02_010_00.png,Black,Male,20-29,Male,Smile,1,profile
session01,240,2,05_0,240_01_02_050_03.png,data_cropped/session01/multiview/240/02/05_0/240_01_02_050_03.png,White,Male,20-29,Male,Smile,1,frontal
session02,198,2,12_0,198_02_02_120_01.png,data_cropped/session02/multiview/198/02/12_0/198_02_02_120_01.png,White,Female,20-29,Female,Surprise,2,profile
session02,221,3,12_0,221_02_03_120_16.png,data_cropped/session02/multiview/221/03/12_0/221_02_03_120_16.png,White,Male,20-29,Male,Squint,3,profile
session03,221,3,14_0,221_03_03_140_05.png,data_cropped/session03/multiview/221/03/14_0/221_03_03_140_05.png,White,Male,20-29,Male,Disgust,4,frontal
session04,265,1,01_0,265_04_01_010_10.png,data_cropped/session04/multiview/265/01/01_0/265_04_01_010_10.png,White,Female,20-29,Female,Neutral,0,profile
session03,63,3,05_1,063_03_03_051_14.png,data_cropped/session03/multiview/063/03/05_1/063_03_03_051_14.png,Indian,Female,20-29,Female,Disgust,4,frontal
session01,138,2,20_0,138_01_02_200_02.png,data_cropped/session01/multiview/138/02/20_0/138_01_02_200_02.png,White,Female,20-29,Female,Smile,1,profile
session03,240,1,12_0,240_03_01_120_13.png,data_cropped/session03/multiview/240/01/12_0/240_03_01_120_13.png,White,Male,20-29,Male,Neutral,0,profile
session04,251,3,20_0,251_04_03_200_03.png,data_cropped/session04/multiview/251/03/20_0/251_04_03_200_03.png,White,Male,20-29,Male,Neutral,0,profile
session03,221,3,01_0,221_03_03_010_16.png,data_cropped/session03/multiview/221/03/01_0/221_03_03_010_16.png,White,Male,20-29,Male,Disgust,4,profile
session03,122,3,01_0,122_03_03_010_06.png,data_cropped/session03/multiview/122/03/01_0/122_03_03_010_06.png,Indian,Male,30-39,Male,Disgust,4,profile
session02,253,3,05_1,253_02_03_051_15.png,data_cropped/session02/multiview/253/03/05_1/253_02_03_051_15.png,White,Male,20-29,Male,Squint,3,frontal
session02,83,2,14_0,083_02_02_140_12.png,data_cropped/session02/multiview/083/02/14_0/083_02_02_140_12.png,Indian,Male,20-29,Male,Surprise,2,frontal
session04,247,2,12_0,247_04_02_120_08.png,data_cropped/session04/multiview/247/02/12_0/247_04_02_120_08.png,White,Male,20-29,Male,Scream,5,profile
session02,253,3,05_1,253_02_03_051_19.png,data_cropped/session02/multiview/253/03/05_1/253_02_03_051_19.png,White,Male,20-29,Male,Squint,3,frontal
session03,198,2,14_0,198_03_02_140_06.png,data_cropped/session03/multiview/198/02/14_0/198_03_02_140_06.png,White,Female,20-29,Female,Smile,1,frontal
session02,122,2,01_0,122_02_02_010_06.png,data_cropped/session02/multiview/122/02/01_0/122_02_02_010_06.png,White,Male,30-39,Male,Surprise,2,profile
session01,122,2,12_0,122_01_02_120_14.png,data_cropped/session01/multiview/122/02/12_0/122_01_02_120_14.png,Indian,Male,20-29,Male,Smile,1,profile
session02,198,3,14_0,198_02_03_140_09.png,data_cropped/session02/multiview/198/03/14_0/198_02_03_140_09.png,White,Female,20-29,Female,Squint,3,frontal
session04,322,3,20_0,322_04_03_200_11.png,data_cropped/session04/multiview/322/03/20_0/322_04_03_200_11.png,White,Female,20-29,Female,Neutral,0,profile
session01,152,2,20_0,152_01_02_200_16.png,data_cropped/session01/multiview/152/02/20_0/152_01_02_200_16.png,Black,Male,30-39,Male,Smile,1,profile
session02,83,2,01_0,083_02_02_010_07.png,data_cropped/session02/multiview/083/02/01_0/083_02_02_010_07.png,Indian,Male,20-29,Male,Surprise,2,profile
session02,148,2,05_1,148_02_02_051_18.png,data_cropped/session02/multiview/148/02/05_1/148_02_02_051_18.png,Asian,Female,30-39,Female,Surprise,2,frontal
session02,138,3,14_0,138_02_03_140_02.png,data_cropped/session02/multiview/138/03/14_0/138_02_03_140_02.png,White,Female,40-49,Female,Squint,3,frontal
session02,185,2,20_0,185_02_02_200_03.png,data_cropped/session02/multiview/185/02/20_0/185_02_02_200_03.png,White,Male,10-19,Male,Surprise,2,profile
session04,73,1,12_0,073_04_01_120_07.png,data_cropped/session04/multiview/073/01/12_0/073_04_01_120_07.png,Asian,Male,30-39,Male,Neutral,0,profile
session01,142,1,01_0,142_01_01_010_00.png,data_cropped/session01/multiview/142/01/01_0/142_01_01_010_00.png,White,Female,30-39,Female,Neutral,0,profile
session03,240,1,20_0,240_03_01_200_11.png,data_cropped/session03/multiview/240/01/20_0/240_03_01_200_11.png,White,Male,20-29,Male,Neutral,0,profile
session04,253,1,12_0,253_04_01_120_01.png,data_cropped/session04/multiview/253/01/12_0/253_04_01_120_01.png,White,Male,30-39,Male,Neutral,0,profile
session02,265,1,12_0,265_02_01_120_12.png,data_cropped/session02/multiview/265/01/12_0/265_02_01_120_12.png,Asian,Female,20-29,Female,Neutral,0,profile
session02,265,2,14_0,265_02_02_140_19.png,data_cropped/session02/multiview/265/02/14_0/265_02_02_140_19.png,White,Female,30-39,Female,Surprise,2,frontal
session03,63,3,05_1,063_03_03_051_19.png,data_cropped/session03/multiview/063/03/05_1/063_03_03_051_19.png,Indian,Female,20-29,Female,Disgust,4,frontal
session03,138,3,01_0,138_03_03_010_06.png,data_cropped/session03/multiview/138/03/01_0/138_03_03_010_06.png,White,Female,40-49,Female,Disgust,4,profile
session02,166,2,20_0,166_02_02_200_16.png,data_cropped/session02/multiview/166/02/20_0/166_02_02_200_16.png,White,Female,20-29,Female,Surprise,2,profile
session01,148,1,20_0,148_01_01_200_12.png,data_cropped/session01/multiview/148/01/20_0/148_01_01_200_12.png,Asian,Female,20-29,Female,Neutral,0,profile
session02,83,2,12_0,083_02_02_120_09.png,data_cropped/session02/multiview/083/02/12_0/083_02_02_120_09.png,Indian,Male,30-39,Male,Surprise,2,profile
